P2-K108,CONNECTION 9 OPEN NORMAL,,Y033
EX069,CAR TYPE BCD 2 (LIFTER R/B),,EY069
EX06B,CAR TYPE BCD 8 (LIFTER R/B),,EY06B
EX091,OPERATION COMPLETED RESET(MATEHAN R/B-3),,EY091
EX0B9,,,EY0B9
EX0C5,TIP GRIND COMMAND (R/B-6),,EY0C5
EX0D2,TIP GRIND COMMAND (R/B-19),,EY0D2
EX0E9,STEPUP RESET(R/B-10),,EY0E9
EX0EC,STEPUP RESET(R/B-13),,EY0EC
EX109,I74/26 JIG INTERLOCK (ALL SPOT R/B),,EY109
EX10B,I76/28 JIG INTERLOCK (ALL SPOT R/B),,EY10B
EX116,I87/7 JIG INTERLOCK (ALL SPOT R/B),,EY116
EX123,TIP REVISIN INSTRUCTION(R/B-4),,EY123
EX131,,,EY131
EX13F,,,EY13F
EX144,I69/21 JIG INTERLOCK (MATEHAN R/B-1),,EY144
EX14C,I77/29 JIG INTERLOCK (MATEHAN R/B-1),,EY14C
EX153,I84/4 JIG INTERLOCK (MATEHAN R/B-1),,EY153
EX15B,I92/12 JIG INTERLOCK (MATEHAN R/B-1),,EY15B
EX160,I65/17 CAR TYPE COLLATION OK (MATEHAN R/B-2),,EY160
EX172,I83/3 JIG INTERLOCK (MATEHAN R/B-2),,EY172
EX17A,I91/11 JIG INTERLOCK (MATEHAN R/B-2),,EY17A
EX1A4,I69/21 JIG INTERLOCK (MATEHAN R/B-4),,EY1A4
EX1B1,I82/2 JIG INTERLOCK (MATEHAN R/B-4),,EY1B1
EX1BB,I92/12 JIG INTERLOCK (MATEHAN R/B-4),,EY1BB
EX1E1,I66/18 JIG INTERLOCK (MATEHAN R/B-6),,EY1E1
EX1F6,I87/7 JIG INTERLOCK (MATEHAN R/B-6),,EY1F6
EX203,I68/20 JIG INTERLOCK (MATEHAN R/B-7),,EY203
EX222,I67/19 MOTION END LS1(T/P LAMP) (LIFTER R/B),,EY222
EX230,I81/1 JIG INTERLOCK (LIFTER R/B),,EY230
EX242,I67/19 JIG INTERLOCK (MATEHAN R/B-9),,EY242
EX26B,I76/28 JIG INTERLOCK (MATEHAN R/B-10),,EY26B
EX277,I88/8 JIG INTERLOCK (MATEHAN R/B-10),,EY277
EX27B,I92/12 JIG INTERLOCK (MATEHAN R/B-10),,EY27B
EX2C0,1ST SYSTEM BODY CONSECTIVE NUMBERS,,
EX301,AUTO (R/B-1),,
EX30D,O74/26 JIG INTERLOCK (R/B-1),,
EX315,O82/2 JIG INTERLOCK (R/B-1),,
EX332,O79/31 JIG INTERLOCK (R/B-2),,
EX33A,O87/7 JIG INTERLOCK (R/B-2),,
EX344,O65/17 LIFTER UP END (R/B-3),,
EX34E,O75/27 JIG INTERLOCK (R/B-3),,
EX366,O67/19 JIG INTERLOCK (R/B-4),,
EX371,O78/30 TIP EXCHANGE POSITION (R/B-4),,
EX383,FAULT (R/B-5),,
EX399,O86/6 JIG INTERLOCK (R/B-5),,
EX39B,O88/8 JIG INTERLOCK (R/B-5),,
EX3AF,O76/28 JIG INTERLOCK (R/B-6),,
EX3B0,O77/29 MAINTENANCE POSITION (R/B-6),,
EX3BA,O87/7 JIG INTERLOCK (R/B-6),,
EX3EF,O76/28 JIG INTERLOCK (R/B-8),,
EX3F1,O78/30 TIP EXCHANGE POSITION (R/B-8),,
EX511,AGV ENTERING(TO W-E AGV PROCESS),,EY511
EX51F,(TO W-E AGV PROCESS),,EY51F
EX782,MATEHAN R/B 1ST START COMMAND(FROM EX-PROC.),,
EX79E,,,EY79E
EX7AA,LUGE NORMAL To EX-PROCESS,,
EX7B6,PICKUP COMPLETED RESET From EX-PROCESS,,
EX7BC,(TO SB FINAL),,
EX7C9,PROCESS MANUAL(TO W-E BOOTH SHUTTER),,
EX7E3,(TO E-W BOOTH SHUTTER),,
EX7EF,AGV ARRIVAL(PROXIMITY-2)(TO E-W BOOTH SHUTTER),,
EX7F3,AGV ENTERING COMP.(E-W BOOTH SHUTTER),,
EX00A,#11 R/B  HOME POSITION,,EY00A
EX036,CAR TYPE BCD 40 (MATEHAN R/B-1),,EY036
EX03C,CAR TYPE BCD 10 (MATEHAN R/B-2),,EY03C
EX045,CAR TYPE BCD 20 (MATEHAN R/B-3),,EY045
EX04F,CAR TYPE BCD 80 (MATEHAN R/B-4),,EY04F
EX051,CAR TYPE BCD 2 (MATEHAN R/B-5),,EY051
EX06C,CAR TYPE BCD 10 (LIFTER R/B),,EY06C
EX082,1st START(WELD R/B ALL),,EY082
EX090,HOLD RELEASE(MATEHAN R/B-3),,EY090
EX09E,1st START(MATEHAN R/B-6),,EY09E
EX0C4,TIP GRIND COMMAND (R/B-5),,EY0C4
EX0D3,TIP GRIND COMMAND (R/B-20),,EY0D3
EX0E8,STEPUP RESET(R/B-9),,EY0E8
EX0EB,STEPUP RESET(R/B-12),,EY0EB
EX108,I73/25 JIG INTERLOCK (ALL SPOT R/B),,EY108
EX10A,I75/27 JIG INTERLOCK (ALL SPOT R/B),,EY10A
EX117,I88/8 JIG INTERLOCK (ALL SPOT R/B),,EY117
EX122,TIP REVISIN INSTRUCTION(R/B-3),,EY122
EX12A,,,EY12A
EX143,I68/20 JIG INTERLOCK (MATEHAN R/B-1),,EY143
EX14B,I76/28 JIG INTERLOCK (MATEHAN R/B-1),,EY14B
EX15C,I93/13 JIG INTERLOCK (MATEHAN R/B-1),,EY15C
EX163,I68/20 JIG INTERLOCK (MATEHAN R/B-2),,EY163
EX173,I84/4 JIG INTERLOCK (MATEHAN R/B-2),,EY173
EX17F,I96/16 JIG INTERLOCK (MATEHAN R/B-2),,EY17F
EX1A5,I70/22 PICK UP ENTERING OK (MATEHAN R/B-4),,EY1A5
EX1B0,I81/1 JIG INTERLOCK (MATEHAN R/B-4),,EY1B0
EX1BE,I95/15 JIG INTERLOCK (MATEHAN R/B-4),,EY1BE
EX1C8,I73/25 PARTS EXIST (MATEHAN R/B-5),,EY1C8
EX1DF,I96/16 JIG INTERLOCK (MATEHAN R/B-5),,EY1DF
EX1E2,I67/19 JIG INTERLOCK (MATEHAN R/B-6),,EY1E2
EX1F1,I82/2 JIG INTERLOCK (MATEHAN R/B-6),,EY1F1
EX204,I69/21 JIG INTERLOCK (MATEHAN R/B-7),,EY204
EX223,I68/20 MOTION END LS2(T/P LAMP) (LIFTER R/B),,EY223
EX233,I84/4 JIG INTERLOCK (LIFTER R/B),,EY233
EX243,I68/20 JIG INTERLOCK (MATEHAN R/B-9),,EY243
EX26C,I77/29 JIG INTERLOCK (MATEHAN R/B-10),,EY26C
EX276,I87/7 JIG INTERLOCK (MATEHAN R/B-10),,EY276
EX300,MASTER ON (R/B-1),,
EX312,O79/31 JIG INTERLOCK (R/B-1),,
EX31A,O87/7 JIG INTERLOCK (R/B-1),,
EX32C,O73/25 PARTS SET COMPLETE (R/B-2),,
EX333,O80/32 ENTERING TO ANOTHER PROCESS (R/B-2),,
EX33B,O88/8 JIG INTERLOCK (R/B-2),,
EX347,O68/20 MOTION END2 (R/B-3),,
EX34D,O74/26 JIG INTERLOCK (R/B-3),,
EX365,O66/18 JIG INTERLOCK (R/B-4),,
EX372,O79/31 JIG INTERLOCK (R/B-4),,
EX382,OPERATION COMPLETE (R/B-5),,
EX396,TIP FORMING ON (R/B-5),,
EX39C,O89/9 JIG INTERLOCK (R/B-5),,
EX3A6,O67/19 JIG INTERLOCK (R/B-6),,
EX3B7,TIP REVISIN INSTRUCTION SELECT(R/B-6),,
EX3E8,O69/21 JIG INTERLOCK (R/B-8),,
EX3F0,O77/29 MAINTENANCE POSITION (R/B-8),,
EX512,(TO W-E AGV PROCESS),,EY512
EX791,NO INTERFERENCE(To EX-PROC.),,
EX7AF,DESTINATION INSTRUCTIONS DEMAND(FROM SB FINAL AGV),,
EX7B5,PICKUP OK From EX-PROCESS,,
EX7BB,PROCESS TOTAL FAULT(TO SB FINAL),,
EX7E0,(TO E-W BOOTH SHUTTER),,
EX7F2,AGV ENTERING(E-W BOOTH SHUTTER),,
EX00F,#16 R/B  HOME POSITION,,EY00F
EX01F,,,EY01F
EX035,CAR TYPE BCD 20 (MATEHAN R/B-1),,EY035
EX03B,CAR TYPE BCD 8 (MATEHAN R/B-2),,EY03B
EX042,CAR TYPE BCD 4 (MATEHAN R/B-3),,EY042
EX050,CAR TYPE BCD 1 (MATEHAN R/B-5),,EY050
EX05A,CAR TYPE BCD 4 (MATEHAN R/B-6),,EY05A
EX06D,CAR TYPE BCD 20 (LIFTER R/B),,EY06D
EX083,2nd START(WELD R/B ALL),,EY083
EX093,2nd START(MATEHAN R/B-3),,EY093
EX09D,OPERATION COMPLETED RESET(MATEHAN R/B-6),,EY09D
EX0A9,OPERATION COMPLETED RESET(MATEHAN R/B-9),,EY0A9
EX0C3,TIP GRIND COMMAND (R/B-4),,EY0C3
EX0CF,TIP GRIND COMMAND (R/B-16),,EY0CF
EX0D0,TIP GRIND COMMAND (R/B-17),,EY0D0
EX0EE,STEPUP RESET(R/B-15),,EY0EE
EX125,TIP REVISIN INSTRUCTION(R/B-6),,EY125
EX13D,,,EY13D
EX142,I67/19 JIG INTERLOCK (MATEHAN R/B-1),,EY142
EX14A,I75/27 JIG INTERLOCK (MATEHAN R/B-1),,EY14A
EX162,I67/19 JIG INTERLOCK (MATEHAN R/B-2),,EY162
EX170,I81/1 JIG INTERLOCK (MATEHAN R/B-2),,EY170
EX183,I68/20 JIG INTERLOCK (MATEHAN R/B-3),,EY183
EX18F,I80/32 JIG INTERLOCK (MATEHAN R/B-3),,EY18F
EX1A6,I71/23 PARTS SET ENTERING OK (MATEHAN R/B-4),,EY1A6
EX1AA,I75/27 JIG INTERLOCK (MATEHAN R/B-4),,EY1AA
EX1B3,I84/4 JIG INTERLOCK (MATEHAN R/B-4),,EY1B3
EX1BD,I94/14 JIG INTERLOCK (MATEHAN R/B-4),,EY1BD
EX1C9,I74/26 JIG INTERLOCK (MATEHAN R/B-5),,EY1C9
EX1DE,I95/15 JIG INTERLOCK (MATEHAN R/B-5),,EY1DE
EX1E3,I68/20 JIG INTERLOCK (MATEHAN R/B-6),,EY1E3
EX1F0,I81/1 JIG INTERLOCK (MATEHAN R/B-6),,EY1F0
EX1FE,I95/15 JIG INTERLOCK (MATEHAN R/B-6),,EY1FE
EX205,I70/22 PICK UP ENTERING OK (MATEHAN R/B-7),,EY205
EX219,I90/10 JIG INTERLOCK (MATEHAN R/B-7),,EY219
EX21C,I93/13 JIG INTERLOCK (MATEHAN R/B-7),,EY21C
EX220,I65/17 LIFTER UP END(T/P LAMP) (LIFTER R/B),,EY220
EX232,I83/3 JIG INTERLOCK (LIFTER R/B),,EY232
EX24A,I75/27 JIG INTERLOCK (MATEHAN R/B-9),,EY24A
EX271,I82/2 JIG INTERLOCK (MATEHAN R/B-10),,EY271
EX303,FAULT (R/B-1),,
EX30F,O76/28 JIG INTERLOCK (R/B-1),,
EX313,O80/32 ENTERING TO ANOTHER PROCESS (R/B-1),,
EX323,FAULT (R/B-2),,
EX32B,O72/24 PICK UP COMPLETE (R/B-2),,
EX334,O81/1 JIG INTERLOCK (R/B-2),,
EX33C,O89/9 JIG INTERLOCK (R/B-2),,
EX346,O67/19 MOTION END1 (R/B-3),,
EX364,O65/17 NO INTERFERENCE TO JIG (R/B-4),,
EX373,O80/32 JIG INTERLOCK (R/B-4),,
EX385,O66/18 JIG INTERLOCK (R/B-5),,
EX397,TIP REVISIN INSTRUCTION SELECT(R/B-5),,
EX3A7,O68/20 JIG INTERLOCK (R/B-6),,
EX3AD,O74/26 JIG INTERLOCK (R/B-6),,
EX3B6,TIP FORMING ON (R/B-6),,
EX3C0,MASTER ON (R/B-7),,
EX3E9,O70/22 JIG INTERLOCK (R/B-8),,
EX3ED,O74/26 JIG INTERLOCK (R/B-8),,
EX513,(TO W-E AGV PROCESS),,EY513
EX796,MANUAL OP. ON(To EX-PROC.),,
EX7A2,AUTO RUNNING START PULSE To EX-PROCESS,,
EX7B4,AGV ENTERING OK(TO SB FINAL),,
EX7BA,PROCESS AUTO RUNNING(TO SB FINAL),,
EX7D3,AGV ENTERING COMP.(W-E BOOTH SHUTTER),,
EX7E1,(TO E-W BOOTH SHUTTER),,
EX7ED,(TO E-W BOOTH SHUTTER),,
EX01A,,,EY01A
EX034,CAR TYPE BCD 10 (MATEHAN R/B-1),,EY034
EX03A,CAR TYPE BCD 4 (MATEHAN R/B-2),,EY03A
EX043,CAR TYPE BCD 8 (MATEHAN R/B-3),,EY043
EX04D,CAR TYPE BCD 20 (MATEHAN R/B-4),,EY04D
EX053,CAR TYPE BCD 8 (MATEHAN R/B-5),,EY053
EX06E,CAR TYPE BCD 40 (LIFTER R/B),,EY06E
EX073,CAR TYPE BCD 8 (MATEHAN R/B-9),,EY073
EX080,HOLD RELEASE(WELD R/B ALL),,EY080
EX092,1st START(MATEHAN R/B-3),,EY092
EX0A8,HOLD RELEASE(MATEHAN R/B-9),,EY0A8
EX0B4,,,EY0B4
EX0C2,TIP GRIND COMMAND (R/B-3),,EY0C2
EX0CE,TIP GRIND COMMAND (R/B-15),,EY0CE
EX0D1,TIP GRIND COMMAND (R/B-18),,EY0D1
EX0ED,STEPUP RESET(R/B-14),,EY0ED
EX118,I89/9 JIG INTERLOCK (ALL SPOT R/B),,EY118
EX124,TIP REVISIN INSTRUCTION(R/B-5),,EY124
EX12C,,,EY12C
EX13E,,,EY13E
EX141,I66/18 JIG INTERLOCK (MATEHAN R/B-1),,EY141
EX171,I82/2 JIG INTERLOCK (MATEHAN R/B-2),,EY171
EX17D,I94/14 JIG INTERLOCK (MATEHAN R/B-2),,EY17D
EX182,I67/19 JIG INTERLOCK (MATEHAN R/B-3),,EY182
EX18E,I79/31 JIG INTERLOCK (MATEHAN R/B-3),,EY18E
EX1A7,I72/24 JIG INTERLOCK (MATEHAN R/B-4),,EY1A7
EX1AB,I76/28 JIG INTERLOCK (MATEHAN R/B-4),,EY1AB
EX1B2,I83/3 JIG INTERLOCK (MATEHAN R/B-4),,EY1B2
EX1C6,I71/23 PARTS SET ENTERING OK (MATEHAN R/B-5),,EY1C6
EX1DD,I94/14 JIG INTERLOCK (MATEHAN R/B-5),,EY1DD
EX1F3,I84/4 JIG INTERLOCK (MATEHAN R/B-6),,EY1F3
EX1FD,I94/14 JIG INTERLOCK (MATEHAN R/B-6),,EY1FD
EX206,I71/23 PARTS SET ENTERING OK (MATEHAN R/B-7),,EY206
EX218,I89/9 JIG INTERLOCK (MATEHAN R/B-7),,EY218
EX21B,I92/12 JIG INTERLOCK (MATEHAN R/B-7),,EY21B
EX221,I66/18 LIFTER DOWN END(T/P LAMP) (LIFTER R/B),,EY221
EX22F,I80/32 JIG INTERLOCK (LIFTER R/B),,EY22F
EX235,I86/6 JIG INTERLOCK (LIFTER R/B),,EY235
EX24B,I76/28 JIG INTERLOCK (MATEHAN R/B-9),,EY24B
EX262,I67/19 JIG INTERLOCK (MATEHAN R/B-10),,EY262
EX26A,I75/27 JIG INTERLOCK (MATEHAN R/B-10),,EY26A
EX270,I81/1 JIG INTERLOCK (MATEHAN R/B-10),,EY270
EX302,OPERATION COMPLETE (R/B-1),,
EX310,O77/29 JIG INTERLOCK (R/B-1),,
EX322,OPERATION COMPLETE (R/B-2),,
EX32A,O71/23 NO INTERFERENCE TO PARTS SET SIDE (R/B-2),,
EX335,O82/2 JIG INTERLOCK (R/B-2),,
EX33D,O90/10 JIG INTERLOCK (R/B-2),,
EX341,AUTO (R/B-3),,
EX34F,O76/28 JIG INTERLOCK (R/B-3),,
EX363,FAULT (R/B-4),,
EX384,O65/17 NO INTERFERENCE TO JIG (R/B-5),,
EX394,STEP UP COMPLETE (R/B-5),,
EX39A,O87/7 JIG INTERLOCK (R/B-5),,
EX3A4,O65/17 NO INTERFERENCE TO JIG (R/B-6),,
EX3AE,O75/27 NO INTERFERENCE TO TIP FORMING (R/B-6),,
EX3BF,ALARM (R/B-6),,
EX3C1,AUTO (R/B-7),,
EX3EE,O75/27 NO INTERFERENCE TO TIP FORMING (R/B-8),,
EX51A,(TO W-E AGV PROCESS),,EY51A
EX78E,TO AGV,,
EX797,ROBOT FAILURE(To EX-PROC.),,
EX7A3,PICKUP COMPLETED To EX-PROCESS,,
EX7AD,(FROM SB FINAL AGV),,
EX7B3,PARTS EXIST From EX-PROCESS,,
EX7CD,(TO W-E BOOTH SHUTTER),,
EX7D2,AGV ENTERING(W-E BOOTH SHUTTER),,
EX7EE,AGV ARRIVAL(PROXIMITY-1)(TO E-W BOOTH SHUTTER),,
EX00D,#14 R/B  HOME POSITION,,EY00D
EX019,,,EY019
EX033,CAR TYPE BCD 8 (MATEHAN R/B-1),,EY033
EX040,CAR TYPE BCD 1 (MATEHAN R/B-3),,EY040
EX04E,CAR TYPE BCD 40 (MATEHAN R/B-4),,EY04E
EX052,CAR TYPE BCD 4 (MATEHAN R/B-5),,EY052
EX05C,CAR TYPE BCD 10 (MATEHAN R/B-6),,EY05C
EX06F,CAR TYPE BCD 80 (LIFTER R/B),,EY06F
EX072,CAR TYPE BCD 4 (MATEHAN R/B-9),,EY072
EX081,OPERATION COMPLETED RESET(WELD R/B ALL),,EY081
EX09F,2nd START(MATEHAN R/B-6),,EY09F
EX0AE,1st START(MATEHAN R/B-10),,EY0AE
EX0B5,,,EY0B5
EX0C1,TIP GRIND COMMAND (R/B-2),,EY0C1
EX0CD,TIP GRIND COMMAND (R/B-14),,EY0CD
EX0FA,STEPUP RESET(R/B-27),,EY0FA
EX10F,I80/32 JIG INTERLOCK (ALL SPOT R/B),,EY10F
EX119,I90/10 JIG INTERLOCK (ALL SPOT R/B),,EY119
EX127,TIP REVISIN INSTRUCTION(R/B-8),,EY127
EX12B,,,EY12B
EX13B,,,EY13B
EX140,I65/17 CAR TYPE COLLATION OK 1(MATEHAN R/B-1),,EY140
EX176,I87/7 JIG INTERLOCK (MATEHAN R/B-2),,EY176
EX17E,I95/15 JIG INTERLOCK (MATEHAN R/B-2),,EY17E
EX181,I66/18 JIG INTERLOCK (MATEHAN R/B-3),,EY181
EX18D,I78/30 JIG INTERLOCK (MATEHAN R/B-3),,EY18D
EX1AC,I77/29 JIG INTERLOCK (MATEHAN R/B-4),,EY1AC
EX1B5,I86/6 JIG INTERLOCK (MATEHAN R/B-4),,EY1B5
EX1BF,I96/16 JIG INTERLOCK (MATEHAN R/B-4),,EY1BF
EX1C7,I72/24 JIG INTERLOCK (MATEHAN R/B-5),,EY1C7
EX1CF,I80/32 JIG INTERLOCK (MATEHAN R/B-5),,EY1CF
EX1D9,I90/10 JIG INTERLOCK (MATEHAN R/B-5),,EY1D9
EX1DC,I93/13 JIG INTERLOCK (MATEHAN R/B-5),,EY1DC
EX1F2,I83/3 JIG INTERLOCK (MATEHAN R/B-6),,EY1F2
EX207,I72/24 JIG INTERLOCK (MATEHAN R/B-7),,EY207
EX21A,I91/11 JIG INTERLOCK (MATEHAN R/B-7),,EY21A
EX234,I85/5 JIG INTERLOCK (LIFTER R/B),,EY234
EX23A,I91/11 JIG INTERLOCK (LIFTER R/B),,EY23A
EX24C,I77/29 JIG INTERLOCK (MATEHAN R/B-9),,EY24C
EX259,I90/10 JIG INTERLOCK (MATEHAN R/B-9),,EY259
EX263,I68/20 JIG INTERLOCK (MATEHAN R/B-10),,EY263
EX26F,I80/32 JIG INTERLOCK (MATEHAN R/B-10),,EY26F
EX273,I84/4 JIG INTERLOCK (MATEHAN R/B-10),,EY273
EX305,O66/18 CAR TYPE BCD 1 (R/B-1),,
EX311,O78/30 JIG INTERLOCK (R/B-1),,
EX321,AUTO (R/B-2),,
EX336,O83/3 JIG INTERLOCK (R/B-2),,
EX33E,I/F PANEL SETTING CONF. (R/B-2),,
EX340,MASTER ON (R/B-3),,
EX34A,O71/23 MOTION END5 (R/B-3),,
EX352,O79/31 JIG INTERLOCK (R/B-3),,
EX362,OPERATION COMPLETE (R/B-4),,
EX387,O68/20 JIG INTERLOCK (R/B-5),,
EX3A5,O66/18 JIG INTERLOCK (R/B-6),,
EX3AB,O72/24 JIG INTERLOCK (R/B-6),,
EX3B4,STEP UP COMPLETE (R/B-6),,
EX3BE,I/F PANEL SETTING CONF. (R/B-6),,
EX3C2,OPERATION COMPLETE (R/B-7),,
EX3D4,STEP UP COMPLETE (R/B-7),,
EX51B,(TO W-E AGV PROCESS),,EY51B
EX78D,TO AGV,,
EX794,BACK UP ON(To EX-PROC.),,
EX7A0,AUTO RUNNING(To EX-PROC.),,
EX7AE,AGV IN CARRY WORK(FROM SB FINAL AGV),,
EX7B2,MASTER ON From EX-PROCESS,,
EX7C4,AGV ENTERING OK(TO W-E BOOTH SHUTTER),,
EX7CE,AGV ARRIVAL(PROXIMITY-1)(TO W-E BOOTH SHUTTER),,
EX7D5,AGV LEAVING COMP.(W-E BOOTH SHUTTER),,
EX7EB,PROCESS TOTAL FAULT(TO E-W BOOTH SHUTTER),,
EX002,#3 R/B  HOME POSITION,,EY002
EX00E,#15 R/B  HOME POSITION,,EY00E
EX018,,,EY018
EX01C,,,EY01C
EX024,CAR TYPE BCD 10 (ALL SPOT R/B),,EY024
EX032,CAR TYPE BCD 4 (MATEHAN R/B-1),,EY032
EX041,CAR TYPE BCD 2 (MATEHAN R/B-3),,EY041
EX04B,CAR TYPE BCD 8 (MATEHAN R/B-4),,EY04B
EX055,CAR TYPE BCD 20 (MATEHAN R/B-5),,EY055
EX05B,CAR TYPE BCD 8 (MATEHAN R/B-6),,EY05B
EX071,CAR TYPE BCD 2 (MATEHAN R/B-9),,EY071
EX086,,,EY086
EX09A,1st START(MATEHAN R/B-5),,EY09A
EX0AD,OPERATION COMPLETED RESET(MATEHAN R/B-10),,EY0AD
EX0B6,,,EY0B6
EX0C0,TIP GRIND COMMAND (R/B-1),,EY0C0
EX0CC,TIP GRIND COMMAND (R/B-13),,EY0CC
EX0EF,STEPUP RESET(R/B-16),,EY0EF
EX0FB,STEPUP RESET(R/B-28),,EY0FB
EX10E,I79/31 JIG INTERLOCK (ALL SPOT R/B),,EY10E
EX126,TIP REVISIN INSTRUCTION(R/B-7),,EY126
EX12E,,,EY12E
EX13C,,,EY13C
EX158,I89/9 JIG INTERLOCK (MATEHAN R/B-1),,EY158
EX177,I88/8 JIG INTERLOCK (MATEHAN R/B-2),,EY177
EX180,I65/17 CAR TYPE COLLATION OK (MATEHAN R/B-3),,EY180
EX19A,I91/11 JIG INTERLOCK (MATEHAN R/B-3),,EY19A
EX1A8,I73/25 PARTS EXIST (MATEHAN R/B-4),,EY1A8
EX1AD,I78/30 JIG INTERLOCK (MATEHAN R/B-4),,EY1AD
EX1B4,I85/5 JIG INTERLOCK (MATEHAN R/B-4),,EY1B4
EX1C4,I69/21 JIG INTERLOCK (MATEHAN R/B-5),,EY1C4
EX1D8,I89/9 JIG INTERLOCK (MATEHAN R/B-5),,EY1D8
EX1DB,I92/12 JIG INTERLOCK (MATEHAN R/B-5),,EY1DB
EX1FF,I96/16 JIG INTERLOCK (MATEHAN R/B-6),,EY1FF
EX208,I73/25 PARTS EXIST (MATEHAN R/B-7),,EY208
EX22D,I78/30 JIG INTERLOCK (LIFTER R/B),,EY22D
EX237,I88/8 JIG INTERLOCK (LIFTER R/B),,EY237
EX258,I89/9 JIG INTERLOCK (MATEHAN R/B-9),,EY258
EX260,I65/17 CAR TYPE COLLATION OK (MATEHAN R/B-10),,EY260
EX272,I83/3 JIG INTERLOCK (MATEHAN R/B-10),,EY272
EX304,O65/17 CAR TYPE COLLATION POSITION (R/B-1),,
EX320,MASTER ON (R/B-2),,
EX337,O84/4 JIG INTERLOCK (R/B-2),,
EX33F,ALARM (R/B-2),,
EX343,FAULT (R/B-3),,
EX353,O80/32 JIG INTERLOCK (R/B-3),,
EX361,AUTO (R/B-4),,
EX37D,O90/10 JIG INTERLOCK (R/B-4),,
EX386,O67/19 JIG INTERLOCK (R/B-5),,
EX38A,O71/23 JIG INTERLOCK (R/B-5),,
EX392,O79/31 JIG INTERLOCK (R/B-5),,
EX3A2,OPERATION COMPLETE (R/B-6),,
EX3AC,O73/25 JIG INTERLOCK (R/B-6),,
EX3BD,O90/10 JIG INTERLOCK (R/B-6),,
EX3C3,FAULT (R/B-7),,
EX3D7,TIP REVISIN INSTRUCTION SELECT(R/B-7),,
EX3FF,ALARM (R/B-8),,
EX509,TOTAL FAULT (FROM W-E AGV PROCESS),,EX509
EX51C,(TO W-E AGV PROCESS),,EY51C
EX789,TO AGV MANUAL,,
EX795,MANUAL OP. POSITION(To EX-PROC.),,
EX7A1,NO INTERFERENCE To EX-PROCESS,,
EX7B1,LUGE FIXED POSITION From EX-PROCESS,,
EX7C5,AGV LEAVING OK(TO W-E BOOTH SHUTTER),,
EX7CF,AGV ARRIVAL(PROXIMITY-2)(TO W-E BOOTH SHUTTER),,
EX7D4,AGV LEAVING(W-E BOOTH SHUTTER),,
EX7DE,AGV IN CARRY WORK(W-E BOOTH SHUTTER),,
EX7EC,(TO E-W BOOTH SHUTTER),,
EX003,#4 R/B  HOME POSITION,,EY003
EX01B,,,EY01B
EX025,CAR TYPE BCD 20 (ALL SPOT R/B),,EY025
EX031,CAR TYPE BCD 2 (MATEHAN R/B-1),,EY031
EX04C,CAR TYPE BCD 10 (MATEHAN R/B-4),,EY04C
EX054,CAR TYPE BCD 10 (MATEHAN R/B-5),,EY054
EX05E,CAR TYPE BCD 40 (MATEHAN R/B-6),,EY05E
EX070,CAR TYPE BCD 1 (MATEHAN R/B-9),,EY070
EX087,,,EY087
EX0B7,,,EY0B7
EX0CB,TIP GRIND COMMAND (R/B-12),,EY0CB
EX0DF,TIP GRIND COMMAND (R/B-32),,EY0DF
EX0F0,STEPUP RESET(R/B-17),,EY0F0
EX0FC,STEPUP RESET(R/B-29),,EY0FC
EX103,I68/20 JIG INTERLOCK (ALL SPOT R/B),,EY103
EX10D,I78/30 R/B RETURN INSTRUCT (ALL SPOT R/B),,EY10D
EX129,,,EY129
EX12D,,,EY12D
EX159,I90/10 JIG INTERLOCK (MATEHAN R/B-1),,EY159
EX174,I85/5 JIG INTERLOCK (MATEHAN R/B-2),,EY174
EX187,I72/24 JIG INTERLOCK (MATEHAN R/B-3),,EY187
EX19B,I92/12 JIG INTERLOCK (MATEHAN R/B-3),,EY19B
EX1A9,I74/26 JIG INTERLOCK (MATEHAN R/B-4),,EY1A9
EX1AE,I79/31 JIG INTERLOCK (MATEHAN R/B-4),,EY1AE
EX1B7,I88/8 JIG INTERLOCK (MATEHAN R/B-4),,EY1B7
EX1C5,I70/22 PICK UP ENTERING OK (MATEHAN R/B-5),,EY1C5
EX1CD,I78/30 JIG INTERLOCK (MATEHAN R/B-5),,EY1CD
EX1DA,I91/11 JIG INTERLOCK (MATEHAN R/B-5),,EY1DA
EX1FA,I91/11 JIG INTERLOCK (MATEHAN R/B-6),,EY1FA
EX209,I74/26 JIG INTERLOCK (MATEHAN R/B-7),,EY209
EX22E,I79/31 JIG INTERLOCK (LIFTER R/B),,EY22E
EX236,I87/7 JIG INTERLOCK (LIFTER R/B),,EY236
EX23C,I93/13 JIG INTERLOCK (LIFTER R/B),,EY23C
EX257,I88/8 JIG INTERLOCK (MATEHAN R/B-9),,EY257
EX261,I66/18 JIG INTERLOCK (MATEHAN R/B-10),,EY261
EX26D,I78/30 JIG INTERLOCK (MATEHAN R/B-10),,EY26D
EX307,O68/20 CAR TYPE BCD 4 (R/B-1),,
EX327,O68/20 CAR TYPE BCD 4 (R/B-2),,
EX32F,O76/28 JIG INTERLOCK (R/B-2),,
EX338,O85/5 JIG INTERLOCK (R/B-2),,
EX342,OPERATION COMPLETE (R/B-3),,
EX34C,O73/25 JIG INTERLOCK (R/B-3),,
EX350,O77/29 JIG INTERLOCK (R/B-3),,
EX360,MASTER ON (R/B-4),,
