P2-K108,CONNECTION 9 OPEN NORMAL,,Y033
P3-F0442,P2-L6:N14 ALARM DISPLAY,,
P3-F1124,FREQUENCY OF ROBOT ALARM,,
P3-F2774,ROBOT DISPLAY FRAME SUBTRACTION,,
P3-F2323,TRANSFER ADDRESS DISPLAY,,
P3-F1883,EXTRACTION BIT POSITION,,
P3-F0035,DESIGNATE ADDRESS 0 IN FILE MEMORY,,
P3-F0046,REQUEST TO OPEN CN3,,
P3-F0255,MODEL CODE,,
P3-F0794,L8:S1 NO CONNECTION,,
P3-F1399,R/B-6 PROCESS COMPLETION,,
P3-F1410,R/B-1 HOME POSITION,,
P3-F1750,P2-L8:S8 ALARM DISPLAY,,
P3-F2795,SET L LOCATING ROBOT FAILURE,,
P3-F2432,SET MATERIAL HAND LOADING OK BIT,,
P3-F3202,MULTI TERMINAL SEQUENCE NO L 2BITS TRANSFER ,,
P3-F0089,KEY INPUT ONLY ONE,,
P3-F0188,MANUAL OPERATION SW42-TIM41,,
P3-F1244,R/B-15 HOME POSITION,,
P3-F1354,L4:S1 NO CONNECTION,,
P3-F3355,L3(PC-LINK):S9 NO CONNECTION,,
P3-F1793,P2-L5:S11 NORMAL DISPLAY,,
P3-F1144,FREQUENCY OF ALARM 12,,
P3-F2475,ROBOT SPECIFICATION INDIRECT ADDRESS INITIAL VALUE,,
P3-F2024,INITIALIZATION OF COUNT ROBOT R/L,,
P3-F2057,ADDRESS SETTING INFORMATION,,
P3-F0297,CYCLE TIME (END OF PROCESS) R/B-9 (TIMER VALUE),,
P3-F0594,L1:S11 NO CONNECTION,,
P3-F1001,ROBOT SELECT SWITCH (CLEAR),,
P3-F1177,FREQUENCY OF ALL SHORT ALARM,,
P3-F1331,L6:S8 ALARM DISPLAY,,
P3-F1342,L6:S11 DISCONNECTION DISPLAY,,
P3-F1099,TIP EXCHANGE DIRECTIONS(TIME-8)(TIP FORMING OFF),,
P3-F2353,DISPLAY PROCESSING  PROCESS SETTING,,
P3-F2683,SETTING VALUE EXTRACTION,,
P3-F2573,DEFAULT VALUE ROBOT SETTING,,
P3-F2364,MATERIAL HAND CONNECT STATION EXTRACTION,,
P3-F0076,R/B-8 HOME POSITION,,
P3-F0120,RETURNING PL (MANUAL 1/3),,
P3-F0395,CYCLE TIME (END OF PROCESS) R/B-26,,
P3-F0890,PIF OTHER LINE. CARRY PALLET CUTOFF STATE,,
P3-F1132,DIRECTION FOR THE TIP EXCHANGE (TIME -4),,
P3-F1670,EX.CAR TYPE INTERCHANGE DYSPLAY TERMINAL6,,
P3-F1560,R/B-25 CYCLE TIME MEASUREMENT END,,
P3-F2044,RESET ROBOT L DISPLAY(33-64),,
P3-F0163,MANUAL OPERATION SW17-TIM16,,
P3-F2164,PC link child office setup is disregarded.,,
P3-F2197,PC link child office setup is disregarded.,,
P3-F3341,ST INFORMATION(NODE 100),,
P3-F1928,INDIRECT ADDRESS TRANSFER,,
P3-F0096,TURN OFF ALL SELECTED SIGNALS,,
P3-F1185,FREQUENCY OF ALARM 5,,
P3-F1372,DIRECTION FOR THE TIP EXCHANGE (TIME-8) (TIP FORMING ON),,
P2-F4717,EDC CYCLE TIME HOLD VALUE,,
P2-F3561,CONNECTION 9 RECEPTION DATA CLEAR(RELAY LINK),,Y21C
P2-F4000,I/L-1 STOP POSITION No. CLEAR,,
P2-F4186,IN-PROCESS AREA No.,,
P2-F0848,STATAS BIT CLEAR,,
P2-F3492,CONNECTION 6 TRANSMISSION DATA TOP FILE MEMORY ADDLESS,,
P2-F3030,STOP POS.1 PROCESS DATA TRANSFER,,
P2-F2050,STOP POS.1 PROCESS DATA TRANSFER,,
P2-F1604,I/L-1 STOP POSITION No. CLEAR,,
P2-F0702,STATAS BIT CLEAR,,
P2-F3407,CONNECTION 1 RECEPTION DATA(REGISTER LINK),,
P2-F0635,STATAS BIT CLEAR,,
P2-F3505,CONNECTION 6 RECEPTION DATA CLEAR(REGISTER LINK),,
P2-F4291,I/L-1 STOP POSITION No. CLEAR,,
P2-F2426,I/L-14 STOP POSITION No. CLEAR,,
P2-F3459,CONNECTION 4 RECEPTION DATA LINK1 32BYTE,,
P2-F4190,IN-PROCESS AREA No.,,
P2-F3522,CONNECTION 7 TRANSMISSION AND RECEPTION DATA CLEAR,,
P2-F3511,CONNECTION 7 TRANSMISSION DATA TOP FILE MEMORY ADDLESS,,
P2-F4248,IN-PROCESS AREA No.,,
P2-F3554,CONNECTION 9 RECEPTION DATA LINK1 32BYTE,,X20E
P2-F2410,I/L-4 STOP POSITION No. CLEAR,,
P2-F0694,STATAS BIT CLEAR,,
P2-F3399,CONNECTION 1 TRANSMISSION DATA(REGISTER LINK),,
P2-F3474,CONNECTION 5 TRANSMISSION DATA(RELAY LINK),,
P2-F3386,ETHERNET STATUS  RECEPTION DATA TOP FILE MEMORY ADDLESS,,
P1-F0474,MOTION 32 TIME (RET),,
P1-F0448,MOTION 19 TIME (RET),,
P1-F0429,MOTION 10 TIME (RET),,
P1-F0419,MOTION 5 TIME (RET),,
P1-F0396,STA_FAULT FAULT CODE CORRECTION,,
P1-F0371,GM MASK (ROBOT 33-64),,
P1-F0365,GM MASK (COMMUNICATION),,
P1-F0214,DRMT I/O ACTION DISPLAY 6 (MONITOR),,
P1-F0045,ENDURANCE,,
P1-F0029,UPPER LOWER INFOMATION<EM200<->EM207>,,
P1-F0018,AC006 END,,
P1-F0002,AC001 END,,
P3-F2196,PC link child office setup is disregarded.,,
P3-F3340,L3(PC-LINK):S6 NO CONNECTION,,
P3-F1916,ADDRESS EXTENSION TRANSFER,,
P3-F2708,EXTRACTION BIT POSITION,,
P3-F0838,L8:S12 NO CONNECTION,,
P3-F1184,FREQUENCY OF ALARM 4,,
P3-F3383,L3(PC-LINK):S15 DISCONNECTION DISPLAY,,
P3-F2817,PC link child office setup is disregarded.,,
P3-F1739,P2-L8:S5 DISCONNECTION DISPLAY,,
P3-F1827,K STORAGE,,
P3-F2294,ADDRESS EXTENSION TRANSFER,,
P3-F1937,INDIRECT ADDRESS TRANSFER,,
P3-F0490,ROBOT FAULT SCREEN,,
P3-F0518,COMMUNICATION ALARM (SLAVE STATION MONITOR),,
P3-F0716,L3:N7 ALARM DISPLAY,,
P3-F0815,L8:S7 NORMAL DISPLAY,,
P3-F0914,COMPARE PRODUCTION COUNT / SET COUNT,,
P3-F1282,OFFSET VALUE OF INDIRECT ADDRESS OF DESTINATION OF,,
P3-F1518,CYCLE TIME HOME POSITION R/B-16,,
P3-F1716,P2-L7:S9 NO CONNECTION,,
P3-F3393,FREQUENCY OF ALARM 64,,
P3-F3041,DISPLAY MEMORY ADDRESS,,
P3-F1958,INDIRECT ADDRESS TRANSFER,,
P3-F1969,SETTING VALUE EXTRACTION,,
P3-F0429,CYCLE TIME (HOME POSITION) R/B-11,,
P3-F0726,L3:N12 ALARM DISPLAY,,
P3-F2826,PC link child office setup is disregarded.,,
P3-F1847,FREQUENCY OF ALARM 37,,
P3-F1858,FREQUENCY OF ALARM 48,,
P3-F1869,SETTING VALUE EXTRACTION,,
P3-F2072,EXTRACTION PALLET CONSECUTIVE NUMBERS,,
P3-F0329,CYCLE TIME (END OF PROCESS) R/B-25 (TIMER VALUE),,
P3-F0945,TIP EXCHANGE DIRECTIONS (TIME-2),,
P3-F1170,P2-L4:S25 NORMAL DISPLAY,,
P3-F1407,R/B-14 PROCESS COMPLETION,,
P3-F1429,L4:S1 NO CONNECTION,,
P3-F2858,PC link child office setup is disregarded.,,
P3-F1725,P2-L8:S2 NORMAL DISPLAY,,
P3-F2759,CLEAR BIT POSITION,,
P3-F2869,CLEAR LOCATING ROBOT INFORMATION,,
P3-F0218,MANUAL (1/3) UPPER 9 BITS MASK,,
P3-F1290,COMMENT SCREEN NUMBER FOR DISPLAY,,
P3-F1647,RESET ENTER ENTRY BIT,,
P3-F2180,PC link child office setup is disregarded.,,
P3-F3071,DISPLAY INTERLOCK 4/4 STATE.,,
P3-F0646,L1:S45 NO CONNECTION,,
P3-F0679,L2:N4 NORMAL DISPLAY,,
P3-F0921,BASE OF INDIRECT ADDRESS OF X/Y,,
P3-F0998,CONFIRMATION SCREEN CLOSE,,
P3-F3616,WRITE DATA DISPLAY CLEAR,,
P3-F1536,CYCLE TIME HOME POSITION R/B-21,,
P3-F1800,P2-L5:S12 NO CONNECTION,,
P3-F1745,P2-L8:S7 NORMAL DISPLAY,,
P3-F1943,BASE OF INDIRECT ADDRESS FOR EL,,
P3-F0029,WRITE CN3 INITIAL DATA IN FILE MEMORY,,
P3-F0249,OPEN ADVANCE EXECUTION WINDOW,,
P3-F0689,L2:N9 NORMAL DISPLAY,,
P3-F1634,READ MODEL CODE (EX 5 VEHICLE),,
P3-F1667,EX.CAR TYPE INTERCHANGE DYSPLAY TERMINAL3,,
P3-F3339,L3(PC-LINK):S6 ALARM DISPLAY,,
P3-F1700,P2-L7:S5 NO CONNECTION,,
P3-F2745,EXTRACTION BIT STATUS,,
P3-F2558,DEFAULT VALUE ROBOT SETTING,,
P3-F2547,COUNT UP ROBOT No. DISPLAY,,
P3-F0105,CLEAR KEY ENTRY QUANTITY,,
P3-F0116,CLEAR KEY ENTRY QUANTITY,,
P3-F0545,DISPLAY P2-L6 ERROR CODE,,
P3-F0611,L1:S21 NORMAL DISPLAY,,
P3-F0666,L1:S50 NO CONNECTION,,
P3-F0820,L8:S8 DISCONNECTION DISPLAY,,
P3-F0974,COUNTER JUDGMENT EFFECTIVE or VOID ,,
P3-F1556,CYCLE TIME PROCESS COMPLETION RB-28,,
P3-F1567,CYCLE TIME PROCESS COMPLETION RB-32,,
P3-F1622,R/B-57 CYCLE TIME MEASUREMENT END,,
P3-F0500,COMMUNICATION ALARM (SLAVE STATION MONITOR),,
P3-F2128,PC link child office setup is disregarded.,,
P3-F2249,BIT POSITION TRANSFER,,
P3-F2469,TRANSFER LIFTER INFORMATION,,
P3-F0478,TOTAL ALARM SCREEN,,
P3-F0852,P2-L4:S1 ALARM DISPLAY,,
P3-F0951,TIP EXCHANGE DIRECTIONS (TIME-4) (TIP FORMING OFF),,
P3-F0962,COUNTER JUDGMENT EFFECTIVE or VOID ,,
P3-F1654,TRANSFE,,
P3-F2237,PC link child office setup is disregarded.,,
P3-F2732,EXTRACTION BIT POSITION,,
P3-F2875,SET L LOCATING ROBOT FAILURE/IF PANEL SETTING ,,
P3-F0059,INTERLOCK STATE 1/2 SCREEN,,
P3-F0532,P1-L7 NO ERROR,,
P3-F1214,END OF SORTING OF DISTINCTION,,
P3-F1324,L6:S6 NO CONNECTION,,
P3-F1456,L4:S8 ALARM DISPLAY,,
P3-F3634,ID6 FAULT DETAIL DISPLAY,,
P3-F3325,L3(PC-LINK):S3 NO CONNECTION,,
P3-F1147,FREQUENCY OF ALARM 15,,
P3-F3028,DISPLAY MEMORY ADDRESS EXTENSION ,,
P3-F1884,EXTRACTION BIT STATUS,,
P3-F2566,DEFAULT VALUE ROBOT SETTING,,
P3-F2412,MATERIAL HAND UNLOADING OK EXTRACTION(1-32),,
P3-F2379,RESET MATERIAL HAND COMPLETED BIT,,
P3-F0575,L1:S7 NORMAL DISPLAY,,
P3-F0597,L1:S12 DISCONNECTION DISPLAY,,
P3-F0861,P2-L4:S3 DISCONNECTION DISPLAY,,
P3-F1751,P2-L8:S8 DISCONNECTION DISPLAY,,
P3-F2389,MATERIAL HAND ABNORMAL EXTRACTION(33-64),,
P3-F2400,COUNT UP COUNT1,,
P3-F2433,COUNT UP COUNT2,,
P3-F3214,TRANSFER PACEMAKER1 U20E8,,
P3-F3236,TRANSFER PACEMAKER2 U20EE,,
P3-F3203,MULTI TERMINAL SEQUENCE NO H 1BIT TRANSFER,,
P3-F0189,MANUAL OPERATION SW43-TIM42,,
P3-F0310,CYCLE TIME (HOME POSITION) R/B-15 (TIMER VALUE),,
P3-F1014,LIGHTING OF TIME-1 LAMP (TIP FORMING OFF),,
P3-F1245,R/B-16 HOME POSITION,,
P3-F1300,CONVERSION TABLE TEN-KEY PAD ENTRY SUBROUTINE,,
P3-F1355,L4:S2 NORMAL DISPLAY,,
P3-F2179,PC link child office setup is disregarded.,,
P3-F2311,PC link child office setup is disregarded.,,
P3-F1112,COUNT-UP = FLASHING,,
P3-F2773,ROBOT FRAME VALUE MEMORY,,
P3-F3147,DISPLAY MEMORY ADDRESS EXTENSION ,,
P3-F2278,ADDRESS EXTENSION TRANSFER,,
P3-F2476,ROBOT R/L INDIRECT ADDRESS INITIAL VALUE,,
P3-F2047,SET ROBOT R DISPLAY(33-64),,
P3-F2443,LIFTER CONNECT STATION EXTRACTION,,
P3-F0045,WRITE,,
P3-F0441,CYCLE TIME (HOME POSITION) R/B-17,,
P3-F0793,L8:S1 ALARM DISPLAY,,
P3-F1002,TIME SELECT (CLEAR),,
P3-F1167,P2-L4:S24 ALARM DISPLAY,,
P3-F2794,SET L LOCATING ROBOT ABNORMAL ,,
P3-F0077,R/B-9 HOME POSITION,,
P3-F0088,NUMBER OF ENTERED KEYS,,
P3-F0121,RETURN END PL (MANUAL 2/3),,
P3-F0891,DISPLAY WELDING TIMERS 1-8 IN DISCONNECTED STATE,,
P3-F1133,DIRECTION FOR THE TIP EXCHANGE (TIME -2),,
P3-F1594,CYCLE TIME (HOME POSITION) R/B-51,,
P3-F2210,PC link child office setup is disregarded.,,
P3-F2694,INDIRECT ADDRESS TRANSFER,,
P3-F0032,WRITE INITIAL DATA IN REMOTE NODE TABLE,,
P3-F0164,MANUAL OPERATION SW18-TIM17,,
P3-F0692,L2:N10 ALARM DISPLAY,,
P3-F1341,L6:S11 NORMAL DISPLAY,,
P3-F1440,L4:S4 ALARM DISPLAY,,
P3-F2165,PC link child office setup is disregarded.,,
P3-F0394,L7:S3 NO CONNECTION,,
P3-F1098,TIP EXCHANGE DIRECTIONS(TIME-7)(TIP FORMING OFF),,
P3-F2352,FOR WRITE POPUP DISPLAY,,
P3-F2682,INDIRECT ADDRESS TRANSFER,,
P3-F2572,DEFAULT VALUE ROBOT SETTING,,
P3-F0097,KEY INPUT STATE,,
P3-F0708,L3:N3 ALARM DISPLAY,,TR1115
P3-F1373,DIRECTION FOR THE TIP EXCHANGE (MANU.-1) (TIP FORMING ON),,
P3-F3352,L3(PC-LINK):S9 NORMAL DISPLAY,,
P3-F0382,CALCULATE INDIRECT ADDRESS OVER 1000,,
P3-F1086,LIGHTING OF TIME-5 LAMP(TIP FORMING OFF),,
P3-F2054,ADMIT OPERATION SETTING ADDRESS,,
P3-F2582,DEFAULT VALUE ROBOT SETTING,,
P3-F2395,SET MATERIAL HAND ABNORMAL BIT,,
P3-F0151,MANUAL OPERATION SW5-TIM4,,
P3-F0272,BASE OF INDIRECT ADDRESS OF CONVERSION TABLE 2 (WORK,,
P3-F0294,CYCLE TIME (HOME POSITION) R/B-7 (TIMER VALUE),,
P3-F1196,FREQUENCY OF ALARM 16,,
P3-F1262,P2-L4:S26 NO CONNECTION,,
P2-F4730,PLC Clock Set Command,,
P2-F4287,I/L-1 STOP POSITION No. CLEAR,,
P2-F4001,I/L-1 STOP POSITION No. CLEAR,,
P2-F3461,CONNECTION 4 RECEPTION DATA TO DATA TRANSFERÅ@DESTINATION TOP ADDLESS,,
P2-F3493,CONNECTION 6 TRANSMISSION DATA(RELAY LINK),,
P2-F4185,I/L-1 STOP POSITION No. CLEAR,,
P2-F2407,I/L-1 STOP POSITION No. CLEAR,,
P2-F3418,CONNECTION 2 TRANSMISSION DATA(REGISTER LINK),,
P2-F3406,CONNECTION 1 RECEPTION DATA(RELAY LINK),,
P2-F2427,I/L-15 STOP POSITION No. CLEAR,,
P2-F0634,STATAS BIT CLEAR,,
P2-F4191,IN-PROCESS AREA No.,,
P2-F3557,CONNECTION 9 RECEPTION DATA TO DATA TRANSFER,,Y250
P2-F3502,CONNECTION 6 RECEPTION DATA(REGISTER LINK),,
P2-F4239,IN-PROCESS AREA No.,,
P2-F3523,CONNECTION 7 RECEPTION DATA CLEAR(RELAY LINK),,Y247
P2-F4249,IN-PROCESS AREA No.,,
P2-F0993,STOP POS.1 PROCESS DATA TRANSFER,,
P2-F1553,STATAS BIT CLEAR,,
P2-F3510,CONNECTION 7 TRANSMISSION DATA TOP ADDLESS,,
P2-F0132,AGVMANUAL OPERATION DISPLAY INDICATION,,
P2-F3475,CONNECTION 5 TRANSMISSION DATA(REGISTER LINK),,
P2-F3398,CONNECTION 1 TRANSMISSION DATA(RELAY LINK),,
P2-F3387,ETHERNET STATUS  RECEPTION DATA TO DATA TRANSFERÅ@DESTINATION TOP ADDLESS,,
P2-F4267,I/L-1 STOP POSITION No. CLEAR,,
P2-F3562,CONNECTION 9 RECEPTION DATA CLEAR(REGISTER LINK),,Y246
P2-F2374,STOP POS.1 PROCESS DATA TRANSFER,,
EKA19,AREA 2 PROCESS OPERATING,,
EK822,PARTS PICK-UP R/B 1st START<EK822>,,
EKA18,AREA 2 LAMP CHECK,,
EKA0F,AREA 1 FOOL-PROOF OFF PB,,
EKA1A,AREA 2 MANUAL OPERATION CONDITION (MODE+AUX),,
EKA08,AREA 1 LAMP CHECK,,
EKA39,MAIN AREA ALL STATION PROCESS OPERATING,,
EKA0D,AREA 1 ERROR RESET INSTRUCTION (MANU MODE+AUX),,
EKA09,AREA 1 PROCESS OPERATING,,
EKA38,MAIN AREA LAMP CHECK SW,,
EKA1C,AREA 2 COMPLETE RESET INSTRUCTION,,
EKA0E,AREA 1 ERROR RESET PB,,
EKA06,AREA 1 RETURN PB,,
EK843,ID SWING RET. <EK843>,,
EKA20,AREA 3 AUTO MODE,,
EKA1B,AREA 2 JIG HOME POS.,,
EKA0B,AREA 1 JIG HOME POS.,,
EKA07,AREA 1 HOME POS. RETURN PB,,
EK842,ID SWING ADV. <EK842>,,
EK803,DOLLY A SHIFT RETURN,,
EKA21,AREA 3 MANUAL MODE,,
EKA1E,AREA 2 ERROR RESET PB,,
EKA0C,AREA 1 COMPLETE RESET INSTRUCTION,,
EKA04,AREA 1 POWER ON,,
EK841,AGV LOCK UNLOCK<EK841>,,
EKA2A,AREA 3 MANUAL OPERATION CONDITION (MODE+AUX),,
EKA22,AREA 3 SINGLE CYCLE MODE,,
EKA1D,AREA 2 ERROR RESET INSTRUCTION (MANU MODE+AUX),,
EKA05,AREA 1 ADVANCE PB,,
EK840,AGV LOCK LOCK<EK840>,,
EKA3C,MAIN AREA UNUSED,,
EKA2B,AREA 3 JIG HOME POS.,,
EKA23,AREA 3 MASTER ON COMPLETED,,
EKA0A,AREA 1 MANUAL OPERATION CONDITION (MODE+AUX),,
EKA02,AREA 1 SINGLE CYCLE MODE,,
EKA3B,MAIN AREA UNUSED,,
EKA33,MAIN AREA ALL MASTER ON COMPLETED,,
EKA2C,AREA 3 COMPLETE RESET INSTRUCTION,,
EKA24,AREA 3 POWER ON,,
EKA1F,AREA 2 FOOL-PROOF OFF PB,,
EKA11,AREA 2 MANUAL MODE,,
EKA03,AREA 1 MASTER ON COMPLETED,,
EKA3A,MAIN AREA UNUSED,,
EKA32,MAIN AREA ALL STATION AUTO MODE,,
EKA2D,AREA 3 ERROR RESET INSTRUCTION (MANU MODE+AUX),,
EKA25,AREA 3 ADVANCE PB,,
EKA10,AREA 2 AUTO MODE,,
EKA00,AREA 1 AUTO MODE,,
EK810,AGV BAY 1B LOCK UNLOCK COMMAND,,
EKA31,MAIN AREA TRANSFER MANUAL MODE,,
EKA2E,AREA 3 ERROR RESET PB,,
EKA26,AREA 3 RETURN PB,,
EKA13,AREA 2 MASTER ON COMPLETED,,
EKA01,AREA 1 MANUAL MODE,,
EK811,AGV BAY 1B LOCK LOCK,,
EKA30,MAIN AREA TRANSFER AUTO MODE,,
EKA2F,AREA 3 FOOL-PROOF OFF PB,,
EKA27,AREA 3 HOME POS. RETURN PB,,
EKA12,AREA 2 SINGLE CYCLE MODE,,
EKA3F,MAIN AREA EMERGENCY STOP,,
EKA37,MAIN AREA UNUSED,,
EKA15,AREA 2 ADVANCE PB,,
EKA3E,MAIN AREA ERROR RESET PB,,
EKA36,MAIN AREA RETURN PB,,
EKA28,AREA 3 LAMP CHECK,,
EKA14,AREA 2 POWER ON,,
EK821,AGV LOCK UNLOCK COMMAND (SFC),,
EKA3D,MAIN AREA ERROR RESET INSTRUCTION (TRANSFER MANU MODE),,
EKA35,MAIN AREA ADVANCE PB,,
EKA29,AREA 3 PROCESS OPERATING,,
EKA17,AREA 2 HOME POS. RETURN PB,,
EK820,AGV LOCK LOCK COMMAND (SFC),,
EKA34,MAIN AREA ALL POWER ON,,
EKA16,AREA 2 RETURN PB,,
EK823,PARTS PICK-UP R/B 2nd START<EK823>,,
EVF19,,,EVF19
EVF03,AGV BAY 1B SUPPLY POWER ON CONDITION,,EVF03
EVE5E,,,EVE5E
EVE4C,,,EVE4C
EVE46,LIGHT CURTAIN MUTING (AGV BAY 1A <F/F LADDER>),,EVE46
EVE27,,,EVE27
EVE1D,LIGHT CURTAIN HUMAN INVASION1(AGV BAY 1B - UBF 1STA)<LS2-1>,,EVE1D
EVE11,SUPPLY POWER OFF CHECK (AGV BAY 1A),,EVE11
EVF1C,,,EVF1C
EVF18,,,EVF18
EVF00,EQUIPMENT NORMAL AGV BAYS,,EVF00
EVE6F,*LIGHT CURTAIN MUTING SW.2 (AGV BAY 1B INSIDE1),,EVE6F
EVE5B,,,EVE5B
EVE4B,LIGHT CURTAIN MUTING SW.1 (AGV BAY 1B <F/F ASSY>  INSIDE2),,EVE4B
EVE38,EMERGENCY STOP TO NEXT PROCESS CONTROL PANEL (NO USE),,EVE38
EVE26,,,EVE26
EVE1E,,,EVE1E
EVE16,LIGHT CURTAIN STOP NORMAL (AGV BAY 1B - UBT 1STA)<LS2-1>,,EVE16
EVF1B,,,EVF1B
EVF01,,,EVF01
EVE6E,*LIGHT CURTAIN MUTING SW.1 (AGV BAY 1B INSIDE1),,EVE6E
EVE5C,,,EVE5C
EVE4E,LIGHT CURTAIN MUTING (AGV BAY 1B <F/F ASSY>),,EVE4E
EVE49,LIGHT CURTAIN MUTING SW.1 (AGV BAY 1B <F/F ASSY>  OUTSIDE2),,EVE49
EVE39,DOOR SWITCH(LS) TO NEXT PROCESS CONTROL (NO USE),,EVE39
EVE2F,,,EVE2F
EVE25,,,EVE25
EVE17,,,EVE17
EVF1E,,,EVF1E
EVE6D,*LIGHT CURTAIN MUTING SW.2 (AGV BAY 1B OUTSIDE1),,EVE6D
EVE63,,,EVE63
EVE4D,,,EVE4D
EVE48,LIGHT CURTAIN MUTING SW.1 (AGV BAY 1B <F/F ASSY>  OUTSIDE1),,EVE48
EVE2E,,,EVE2E
EVE24,MAIN CONTROLLER EMERGENCY STOP FROM PRE-PROCESS,,EVE24
EVE14,LIGHT CURTAIN STOP NORMAL (AGV BAY 1B OPERATOR SIDE)<LS5>,,EVE14
EVF1D,,,EVF1D
EVE62,,,EVE62
EVE5A,,,EVE5A
EVE58,,,EVE58
EVE2D,,,EVE2D
EVE23,OPERATOR LIGHT CURTAIN SIGNAL FROM PRE-PROCESS CONTROLLER (NO USE),,EVE23
EVE15,LIGHT CURTAIN STOP NORMAL (AGV BAY 1B <NO USE>)<LS6>,,EVE15
EVE0E,PCS-J I/O FAULT,,EVE0E
EVE09,,,EVE09
EVE61,,,EVE61
EVE59,,,EVE59
EVE4F,LIGHT CURTAIN MUTING FAULT (AGV BAY 1B <F/F ASSY>),,EVE4F
EVE34,,,EVE34
EVE2C,,,EVE2C
EVE22,LIGHT CURTAIN STOP NORMAL FROM PRE-PROCESS,,EVE22
EVE0D,PCS-J LOW BATTERY,,EVE0D
EVE08,SIGNAL TOWER ON CONDITION 1 (1A),,EVE08
EVF1F,,,EVF1F
EVE60,,,EVE60
EVE35,,,EVE35
EVE2B,LIGHT CURTAIN SIGNAL FOR WORKER TO PRE-PEOCESS (NO USE),,EVE2B
EVE21,DOOR SW FROM PRE-PROCESS,,EVE21
EVF0F,FAULT RESET,,EVF0F
EVE67,,,EVE67
EVE56,,,EVE56
EVE36,,,EVE36
EVE2A,LIGHT CURTAIN STOP NORMAL TO PRE-PROCESS,,EVE2A
EVE20,EMERGENCY STOP FROM PRE-PROCESS,,EVE20
EVE18,LIGHT CURTAIN HUMAN INVASION1(AGV BAY 1A OPERATOR)<LS3>,,EVE18
EVE0F,PCS-J READ BACK FAULT,,EVE0F
EVE66,,,EVE66
EVE57,,,EVE57
EVE3D,LIGHT CURTAIN MUTING CONDITION (AGV BAY 1A <NO USE>)<LS4>,,EVE3D
EVE37,,,EVE37
EVE19,LIGHT CURTAIN HUMAN INVASION1(AGV BAY 1A <NO USE>)<LS4>,,EVE19
EVE0A,SIGNAL TOWER ON CONDITION 2 (1B),,EVE0A
EVF11,AGV 1A OPERATOR FOOT LIGHT CURTAIN MUTING CONDITION (NO USE),,EVF11
EVF0D,,,EVF0D
EVE65,,,EVE65
EVE54,,,EVE54
EVE3E,LIGHT CURTAIN MUTING CONDITION (AGV BAY 1B OPERATOR SIDE)<LS5>,,EVE3E
EVE30,EMERGENCY STOP FROM NEXT PROCESS CONTROL PANEL (NO USE),,EVE30
EVE05,SUPPLY POWER ON (AGV BAY 1A),,EVE05
EVF10,AGV 1A OPERATOR LIGHT CURTAIN MUTING CONDITION,,EVF10
EVF0E,,,EVF0E
EVF08,MASTER ON COMMAND FROM MAIN CONTROLLER,,EVF08
EVE64,,,EVE64
EVE55,,,EVE55
EVE41,LIGHT CURTAIN MUTING SW.1 (AGV BAY 1A <F/F LADDER>  OUTSIDE2),,EVE41
EVE3F,LIGHT CURTAIN MUTING CONDITION (AGV BAY 1B <NO USE>)<LS6>,,EVE3F
EVE31,DOOR SWITCH(LS) FROM NEXT PROCESS CONTROL PANEL (NO USE),,EVE31
EVE0C,PCS-J TOTAL FAULT,,EVE0C
EVE04,MASTER ON (AGV BAY 1A),,EVE04
EVF13,AGV 1B OPERATOR LIGHT CURTAIN MUTING CONDITION,,EVF13
EVF0B,AGV BACKUP REQUEST (AGV 1B OPERATOR SIDE),,EVF0B
EVF09,AGV BACKUP REQUEST (AGV 1A OPERATOR SIDE),,EVF09
EVE52,,,EVE52
EVE40,LIGHT CURTAIN MUTING SW.1 (AGV BAY 1A <F/F LADDER>  OUTSIDE1),,EVE40
EVE32,LIGHT CURTAIN STOP FROM NEXT PROCESS CONTROLLER (NO USE),,EVE32
EVE1B,LIGHT CURTAIN HUMAN INVASION1(AGV BAY 1B OPERATOR)<LS5>,,EVE1B
EVE0B,,,EVE0B
EVE07,TEACHING POSSIBLE (NO USE),,EVE07
EVF12,AGV BAYS - UBT 1STA PARTITION LIGHT CURTAIN MUTING CONDITION <CNL1>,,EVF12
EVF0C,,,EVF0C
EVF06,PC10G CPU RUN,,EVF06
EVE53,,,EVE53
EVE43,LIGHT CURTAIN MUTING SW.1 (AGV BAY 1A <F/F LADDER>  INSIDE2),,EVE43
EVE33,LIGHT CURTAIN SIGNAL FROM NEXT PROCESS CONTROLLER (NO USE),,EVE33
EVE1C,LIGHT CURTAIN HUMAN INVASION1(AGV BAY 1B <NO USE>)<LS6>,,EVE1C
EVE06,MASTER ON (AGV BAY 1B),,EVE06
EVF15,AGV BAYS LIGHT CURTAIN MUTING CONDITION <CNL2> (NO USE),,EVF15
EVF07,LIGHT CURTAIN STOP RESET,,EVF07
EVE6C,*LIGHT CURTAIN MUTING SW.1 (AGV BAY 1B OUTSIDE1),,EVE6C
EVE69,*LIGHT CURTAIN MUTING SW.2 (AGV BAY 1A OUTSIDE1),,EVE69
EVE50,,,EVE50
EVE42,LIGHT CURTAIN MUTING SW.1 (AGV BAY 1A <F/F LADDER>  INSIDE1),,EVE42
EVE3A,LIGHT CURTAIN STOP TO NEXT PROCESSCONTROLLER (NO USE),,EVE3A
